"id","feat_1","feat_2","feat_3","feat_4","feat_5","feat_6","feat_7","feat_8","feat_9","feat_10","feat_11","feat_12","feat_13","feat_14","feat_15","feat_16","feat_17","feat_18","feat_19","feat_20","feat_21","feat_22","feat_23","feat_24","feat_25","feat_26","feat_27","feat_28","feat_29","feat_30","feat_31","feat_32","feat_33","feat_34","feat_35","feat_36","feat_37","feat_38","feat_39","feat_40","feat_41","feat_42","feat_43","feat_44","feat_45","feat_46","feat_47","feat_48","feat_49","feat_50","feat_51","feat_52","feat_53","feat_54","feat_55","feat_56","feat_57","feat_58","feat_59","feat_60","feat_61","feat_62","feat_63","feat_64","feat_65","feat_66","feat_67","feat_68","feat_69","feat_70","feat_71","feat_72","feat_73","feat_74","feat_75","feat_76","feat_77","feat_78","feat_79","feat_80","feat_81","feat_82","feat_83","feat_84","feat_85","feat_86","feat_87","feat_88","feat_89","feat_90","feat_91","feat_92","feat_93"
18360,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
50353,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
30514,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39710,0,0,13,3,0,0,0,0,0,1,8,0,0,2,0,7,0,1,0,0,5,1,0,2,1,6,10,1,0,1,0,0,0,2,1,0,0,0,0,2,0,0,0,0,1,7,1,0,0,1,0,4,0,14,1,0,1,0,0,2,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,1,0,2,0,0,0,0,1,1,0,3,0
16345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19846,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
42086,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,1,0,2,0,0,0,1,0,1,0
39088,0,0,4,6,0,0,0,0,0,0,8,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,2,0,0,1,0,0,0,0,0,1,4,0,0,0,8,0,0,0,0,0,0,0,4,0,0,1,0,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0
12384,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27058,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0
9708,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59205,6,0,1,0,3,0,0,0,0,6,0,0,0,1,0,4,0,3,0,0,0,0,1,3,5,0,0,1,1,0,0,1,2,0,1,0,0,0,0,0,1,4,0,5,0,0,0,0,1,0,0,0,2,1,0,0,0,0,33,1,0,2,0,1,0,2,31,1,0,8,0,2,11,0,2,11,2,0,1,1,1,0,0,0,1,11,1,2,2,0,0,0,1
42006,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,1,0,0,2,0,0,1,1,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,2,1,1,0,4,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0
58256,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,9,1,1,0,0,1,3,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
14255,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
23086,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,0,8,3,0,0,0,0,1,1,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,14,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,1,1,0,1,0,0,0
38034,0,0,1,0,0,0,1,2,0,0,1,0,6,0,0,0,1,2,1,0,0,4,2,6,0,0,0,0,0,0,2,1,0,1,0,2,0,1,1,0,0,1,1,2,0,0,0,8,2,0,0,0,0,4,2,1,3,0,0,18,0,1,0,1,0,0,6,0,4,2,0,0,0,0,1,2,0,0,0,1,2,0,11,0,0,0,2,0,1,0,0,0,3
59,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,1,0,2,0,0,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,4,0,0,0,2,0,0,12,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0
42506,0,0,0,2,0,0,0,0,4,0,2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,1,0,0,0,2,0,0,0,0,0,4,0,0,4,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
34545,0,0,7,1,0,0,0,0,0,1,7,0,0,2,0,0,0,2,0,1,0,1,0,1,0,2,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,12,0,0,0,0,0,0,1,13,1,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
47328,0,0,0,1,2,0,0,0,0,2,0,1,1,6,0,2,0,0,0,2,0,0,4,1,5,0,0,0,1,0,0,0,1,0,0,0,0,1,2,7,1,0,0,1,1,0,0,5,0,1,0,0,0,3,1,1,0,0,0,0,0,0,2,0,2,1,2,0,0,9,0,1,0,0,2,0,1,0,0,0,0,0,0,0,5,10,1,7,0,1,0,0,0
12870,0,0,1,0,1,0,0,0,18,0,0,0,0,2,4,3,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,2,1,1,0,0,0,0,0,4,0,0,0,1,0,0,0,4,0,0,0,4,1,2,1,0,0,0,0,0,0,6,0,13,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
27473,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,2,3,0,0,3,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,5,0,11,0,0,1,0,0
2308,0,0,2,0,0,0,0,2,0,0,0,0,0,9,0,1,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,18,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
57742,0,0,1,0,0,0,0,20,0,0,0,0,3,1,0,0,4,0,0,1,0,0,0,1,2,1,0,0,0,0,0,2,2,0,0,3,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,1,0,1,8,0,0,0,0,9,1,1,1,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7388,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0
40849,0,0,4,4,0,0,0,0,1,0,7,0,0,0,1,1,0,0,0,0,1,2,0,5,0,1,12,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,6,0,1,0,0,0,1,0,8,0,0,0,2,0,1,11,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,14,0,2,0,0,0,0,0,0,2,1,0,0,2
17724,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,0,0,0,0
36152,5,0,0,0,0,0,0,1,1,0,0,0,1,2,0,1,0,1,1,1,0,2,2,8,2,0,0,0,0,0,0,9,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,4,5,0,0,0,2,0,1,8,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,14,1,0,0,0,0,21
24955,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
12797,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18168,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,1,2,0,2,2,0,2,1,9,2,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,8,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,2,1,5,1,2,0,0,0,0
3492,0,0,0,0,0,0,0,0,0,0,1,0,1,11,1,1,0,0,0,0,0,1,0,2,8,0,0,1,0,0,0,0,5,0,0,0,2,2,0,29,0,0,1,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
42711,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,3,0,9,0,0,1,0,0,2,1,1,0,1,0,2,0,0,0,1,0,0,0,12,0,0,0,0,0,24,1,1,0,0,0,0,0,0,4,0,1,0,0
453,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,3,0,0,1,11,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,3,0,0,0,0,1,0,2,0,0,6,0,1,1,0,1,1,0,0,15,0,4,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
27325,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16302,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,1,0,0,0,0,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
35819,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,1,4,0,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
54926,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,8,2,0,14,0,2,0,9,0,0,0,0,3,0,0,6,8,0,1,3,1,14,0,0,6,1,1,2,0,0,0,0,2,0,0,0,0,7,3,0,1,4,0,1,0,1,0,0,1,2,20,0,1,4,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,4,0,3,0,2,0,0
23117,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
51173,0,3,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,6,0,0,0,3,0,5,1,0,0,0,1,0,0,1,0,1,7,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,2,0,1,0,1,6,0,11,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,43,0,0,0
39680,0,0,2,3,0,0,2,0,0,0,0,0,0,0,3,0,2,0,0,1,0,2,1,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,6,0,2,0,0,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3804,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
19248,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,1,4,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0
12397,0,0,0,0,0,0,0,1,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,1,2,0,1,3,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0
48747,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,2,11,0,0,3,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,1,1,0,0,1,2,0
58655,0,0,1,0,0,0,0,4,0,0,0,1,4,3,0,11,2,0,0,0,3,1,0,2,1,0,0,0,0,0,0,4,3,1,0,5,0,1,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,4,1,0,0,0,11,0,0,5,0,1,0,2,18,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0
8163,1,0,1,0,0,0,9,1,0,12,0,0,0,1,1,2,0,1,1,7,0,0,4,1,0,0,0,0,0,0,0,1,0,0,2,3,0,1,2,3,0,0,0,3,0,0,0,0,0,9,0,3,1,1,0,0,0,1,0,0,0,1,0,3,1,1,0,0,0,10,0,0,0,1,0,1,1,1,0,0,0,0,2,0,1,3,3,2,1,0,0,1,1
19433,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,7,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,1,1,9,0,0,5,0,0,2,0,1,0,2,0,0,1,3,0,2,0,0,1,0,0,0,0,1,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
3523,0,0,0,0,0,0,0,0,0,3,0,1,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,9,0,0,0,0,0
6490,0,0,0,0,0,0,1,0,0,0,0,0,0,2,15,3,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,7,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0
61716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58910,3,2,1,0,0,0,1,14,3,1,1,0,0,1,0,1,3,0,0,4,0,1,0,3,3,0,0,0,11,0,0,0,1,0,0,16,0,1,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,2,1,7,7,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0
19893,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,7,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,1,1,0,2,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0
30496,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13213,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
35427,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,2,4,0,0,1,0,6,0,3,0,4,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,2,0,2,0,0,0,0,4,0,1,0,0,5,5,0,10,0,0,1,0,3,0,3,0,2,5,1,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0
